"Word","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions","ExampleSentence","JmDictWordId"
"何でもない","何[なん]でもない","なんでもない","1","1808","5","easy,trifling,harmless,of no concern,nothing,nothing of the sort,not at all","","1188400"
"よそ見","よそ見[み]","よそみ","1","10983","2,3","looking away,looking aside,outsider's perspective,observer's view","","1544190"
"すむ","すむ","すむ","1","770","1","to finish,to end,to be completed,to be resolved,to have a result less severe than expected,to feel at ease,to feel unease or guilt for troubling someone,to be sorry","","1295070"
"ううん","ううん","ううん","1","668","0,2","um,er,well,nuh-uh,no,oof","","2002400"
"不注意","不[ふ]注[ちゅう]意[い]","ふちゅうい","1","12884","2","carelessness,inattention,thoughtlessness,negligence","","1493830"
"それじゃあ","それじゃあ","それじゃあ","1","1269","3,0","well, ...,right, ...,now, ...,so,then,that way (would mean ...),if that is the case,in that case,bye then","","2858616"
"優しい","優[やさ]しい","やさしい","1","463","0,3","tender,kind,gentle,graceful,affectionate,amiable","","1539040"
"裏表","裏[うら]表[おもて]","うらおもて","1","16066","0","back and front,inside and outside,both sides,inside out (e.g. clothing),double-dealing,two faces (cf. two-faced),outward appearance and actual condition,inner workings","","1550560"
"だろう","だろう","だろう","1","50","","seems,I think,I guess,I wonder,I hope,right?,don't you agree?,I thought you'd say that!","","1928670"
"反則","反[はん]則[そく]","はんそく","1","6432","0","foul,breaking the rules,violation (of the law, regulations, etc.),infringement,breach,infraction","","1480650"
"そういえば","そういえば","そういえば","1","558","4","now that you mention it,come to think of it,that reminds me,on that subject,speaking of which","","1982210"
"肉","肉[にく]","にく","1","1266","2","flesh,meat,flesh (of a fruit),pulp,the physical body (as opposed to the spirit),flesh,thickness,content,substance,flesh,ink pad","","1463520"
"っけ","っけ","っけ","1","695","","remind me,I forget,was it?,was that what happened?","","2130430"
"焼く","焼[や]く","やく","1","1544","0","to burn,to roast,to broil,to grill,to bake,to toast,to barbecue,to heat,to heat up,to make (charcoal, pottery, bricks, etc.),to bake,to fire,to burn,to tan (i.e. suntan),to burn,to print (a photo),to burn (an optical disc),to be jealous of,to be envious of,to envy","","1350600"
"あい","あい","あい","1","3281","1","love,affection,care,attachment,craving,desire,agape,Ireland","","1150410"
"いいところ","いいところ","いいところ","1","2712","","good thing,strong point,good family,prestigious school,the right moment,utter,extreme,at (the) best,at most","","2158990"
"全然","全[ぜん]然[ぜん]","ぜんぜん","1","327","0","(not) at all,(not) in the slightest,wholly,entirely,completely,totally,extremely,very","","1395620"
"よいしょ","よいしょ","よいしょ","1","1673","1","huff!,yo-heave-ho!,heigh-ho,yoisho! (word shouted by the spectators during a yokozuna's ritual stomps),yoisho (filler word in folk music, etc.),flattery,buttering up (someone),sucking up to","","2055540"
"驚く","驚[おどろ]く","おどろく","1","515","3","to be surprised,to be taken aback,to be amazed,to be astonished,to be shocked,to be frightened,to be startled,to be alarmed","","1238680"
"嬢ちゃん","嬢[じょう]ちゃん","じょうちゃん","1","5095","1","young girl,young lady","","2836096"
"力","力[りょく]","りょく","1","3345","3","strength,power,proficiency,ability","","1554840"
"収納","収[しゅう]納[のう]","しゅうのう","1","11010","0","storage,putting away,receipt (of funds, payment, etc.),harvesting","","1330830"
"一応","一[いち]応[おう]","いちおう","1","751","0","more or less,though not quite satisfactorily,after a fashion,pretty much,roughly,so far as it goes,technically,tentatively,for the time being,just in case,once","","1161170"
"なかなか","なかなか","なかなか","1","476","0","very,considerably,easily,readily,fairly,quite,highly,rather,by no means,not readily,middle,half-way point,excellent,wonderful,very good","","1599420"
"使い手","使[つか]い手[て]","つかいて","1","10619","0","user,consumer,employer,master (e.g. of swordsmanship),prodigal,spendthrift","","1305840"
"たまげる","たまげる","たまげる","1","25072","3","to be astonished,to be flabbergasted,to be startled,to be amazed","","1633280"
"悪いことは言わない","悪[わる]いことは言[い]わない","わるいことはいわない","1","34544","","I'm telling you this for your own good,here's some friendly advice","","2826812"
"早く","早[はや]く","はやく","1","138","1","early,soon,quickly,swiftly,rapidly,fast","","1400150"
"へー","へー","へー","1","1080","1","oh, yes?,really?","","2019590"
"言い忘れる","言[い]い忘[わす]れる","いいわすれる","1","9434","","to forget to say,to forget to mention","","2035300"
"あむ","あむ","あむ","1","7051","1","to knit,to plait,to braid,to compile (anthology, dictionary, etc.),to edit","","1511950"
"くらい","くらい","くらい","1","218","3","approximately,about,around,or so,to (about) the extent that,(almost) enough that,so ... that ...,at least,as ... as ...,like","","1154340"
"数日","数[すう]日[じつ]","すうじつ","1","2335","0","few days","","1373200"
"何人","何[なん]人[にん]","なんにん","1","1613","0","how many people,a number of people","","1189100"
"貴重","貴[き]重[ちょう]","きちょう","1","2332","0","precious,valuable","","1223520"
"うん","うん","うん","1","79","1","yes,yeah,uh huh,hum,hmmm,well,erm,huh?,oof","","1001090"
"昼間","昼[ひる]間[ま]","ひるま","1","2139","0","daytime,during the day,time from sunrise until sunset,diurnal period","","1581710"
"無意識","無[む]意[い]識[しき]","むいしき","1","3225","2","unconsciousness,unconscious,involuntary,automatic,mechanical,unintentional,spontaneous,the unconscious","","1529600"
"会話","会[かい]話[わ]","かいわ","1","1263","0","conversation,talk,chat","","1198880"
"爆発","爆[ばく]発[はつ]","ばくはつ","1","1895","0","explosion,detonation,blast,blowing up,eruption,outburst (of emotion),explosion (e.g. of anger),eruption (e.g. of discontent)","","1475910"
"なんせ","なんせ","なんせ","1","8858","1","in any case,at any rate,anyhow,anyway,as you know,for you see,particularly","","1577110"
"ようにする","ようにする","ようにする","1","680","","to see to it that ...,to make sure that ...,to try to ...,to make an effort to ...","","1013120"
"ちょっかい","ちょっかい","ちょっかい","1","17201","1","meddling,interference,making a pass at someone,extending a paw to drag something closer,hand,arm,wrist,disfigured arm,disfigured hand","","1007810"
"かける","かける","かける","1","230","2","to hang up (e.g. a coat, a picture on the wall),to let hang,to suspend (from),to hoist (e.g. sail),to raise (e.g. flag),to put on (e.g. a blanket),to put on top of,to cover,to lay,to spread,to put on (glasses, etc.),to wear (a necklace, etc.),to make (a call),to spend (time, money),to expend,to use,to pour (liquid) onto,to sprinkle (powder or spices) onto,to splash,to throw (e.g. water) onto,to turn on (an engine, radio, etc.),to set (a dial, alarm clock, etc.),to put on (a DVD, song, etc.),to use (a device, implement, etc.),to cause (someone inconvenience, trouble, etc.),to burden (someone),to impose,to multiply (arithmetic operation),to secure (e.g. lock),to take a seat,to sit,to rest (something on something else),to support (something on something else),to bind,to wager,to bet,to risk,to stake,to gamble,to put an effect (spell, anaesthetic, etc.) on,to hold (a play, festival, etc.),to hold an emotion for (pity, hope, etc.),to argue (in court),to deliberate (in a meeting),to present (e.g. idea to a conference, etc.),to increase further,to catch (in a trap, etc.),to set atop,to erect (a makeshift building),to apply (insurance),to pun (on a word),to use (a word) as a pivot word,to play on words,to be partway doing ...,to begin (but not complete) ...,to be about to ...,to address (someone),to direct (something, to someone),to do (something, to someone)","","1207610"
"ある","ある","ある","1","566","1","a certain ...,some ...","","1586840"
"数百","数[すう]百[ひゃく]","すうひゃく","1","6890","1","several hundred,hundreds (of)","","1373250"
"年ぶり","年[ねん]ぶり","ねんぶり","1","5204","","after an interval of ... years,for the first time in ... years","","1468160"
"認識","認[にん]識[しき]","にんしき","1","2526","0","recognition,awareness,perception,understanding,knowledge,cognition,cognizance,cognisance","","1467550"
"方","方[かた]","かた","1","745","1","direction,way,person,lady,gentleman,method of,manner of,way of,care of ...,person in charge of ...,side (e.g. ""on my mother's side"")","","1516925"
"何でも","何[なん]でも","なんでも","1","3213","1,0","any,anything,whatever,whatever one likes,everything,all,I am told,I hear,I understand,they say","","1611030"
"話","話[はなし]","はなし","1","95","3","talk,speech,chat,conversation,topic,subject,discussions,negotiation,argument,rumor,talk,hearsay,tale,story,fable,circumstances,particulars","","1600900"
"というのは","というのは","というのは","1","730","","because ...,for ...,the reason being ...,as for ...,when it comes to ...,regarding ...,how about ...","","1008500"
"仮の名","仮[かり]の名[な]","かりのな","1","72366","","alias,assumed name","","1867000"
"正体","正[しょう]体[たい]","しょうたい","1","1552","1","true character,true form,true colors,identity,truth (of a mystery, phenomenon, etc.),origin,consciousness,one's senses","","1377530"
"貴族","貴[き]族[ぞく]","きぞく","1","6121","1","nobility,aristocracy,peerage","","1223550"
"令嬢","令[れい]嬢[じょう]","れいじょう","1","14458","0","(your) daughter,young woman,daughter of a good family","","1556190"
"でもない","でもない","でもない","1","507","","is not ... either,is (neither ...) nor ...,nor is it ...,is not even ...,does not ... either,(neither ...) nor ...,does not even ...","","2097940"
"日本","日本[にほん]","にほん","1","856","3","Japan","","1582710"
"女子高生","女[じょ]子[し]高[こう]生[せい]","じょしこうせい","1","7746","3","female high school student","","1345160"
"栗原","栗原[くりのはら]","くりのはら","1","52095","","Kurinohara,Kurihahara,Kurihara,Kuribara,Kurirahara,Sugawara,Sorihara,Ritsugen","","5235939"
"恥ずかしながら","恥[は]ずかしながら","はずかしながら","1","13491","","embarrassingly,shamefully,I am embarrassed to admit that ...,I am ashamed to say that ...","","2861685"
"者","者[しゃ]","しゃ","1","1945","2","person,-er,expert,geisha,prostitute","","2153760"
"という","という","という","1","75","","called,named,that says,that,as many as,as much as,all ...,every single ...","","1922760"
"やつ","やつ","やつ","1","291","0","fellow,guy,chap,thing,object,he,she,him,her","","1445640"
"人より","人[ひと]より","ひとより","1","6669","","more than most people,more than other people,compared with other people,more than others","","2692710"
"せいか","せいか","せいか","1","19568","1","(good) result,outcome,fruits (of one's labors),product,accomplishment","","1375650"
"周囲","周[しゅう]囲[い]","しゅうい","1","1771","1","surroundings,environs,circumference","","1331030"
"浮く","浮[う]く","うく","1","2728","0","to float,to become merry,to be cheerful,to become loose,to become unsteady,to feel out of it,to be cut off (e.g. from those around you),to feel out of place,to be frivolous,to be uncertain,to have (time, money, etc.) left over,to be saved (e.g. money),to have no basis,to be unreliable","","1497420"
"両親","両[りょう]親[しん]","りょうしん","1","1473","1","parents,both parents","","1602710"
"妹","妹[いもうと]","いもうと","1","1044","4","younger sister","","1524590"
"大事にする","大[だい]事[じ]にする","だいじにする","1","2064","","to take good care of,to treasure,to value,to hold dear,to prize,to cherish","","2837822"
"くる","くる","くる","1","290","1","to come (spatially or temporally),to approach,to arrive,to come back,to do ... and come back,to come to be,to become,to get,to grow,to continue,to come from,to be caused by,to derive from,to come to (e.g. ""when it comes to spinach ..."")","","1547720"
"名物","名[めい]物[ぶつ]","めいぶつ","1","8226","1","famous product,special product,speciality,specialty","","1531810"
"暴走","暴[ぼう]走[そう]","ぼうそう","1","3183","0","acting rashly,running wildly,behaving recklessly,rampaging,runaway (process),reckless baserunning","","1519480"
"ってな","ってな","ってな","1","1778","","(apparently) that's what it's like, isn't it,that sort of (thing mentioned immediately prior)","","2098210"
"ことがある","ことがある","ことがある","1","283","","(for something) to have occurred,to have done (something),(for something) to happen on occasion","","1004540"
"神様","神[かみ]様[さま]","かみさま","1","1803","1","God,god,deity,divinity,spirit,kami,ace,king,superior person,god (amongst men)","","1364920"
"的","的[てき]","てき","1","817","0","-ical,-ive,-al,-ic,-y,-like,-ish,-sort of,-kind of,(something) like,along the lines of,-wise,in terms of,for,from the viewpoint of,from a ... standpoint,as far as ... is concerned,Mr.,Ms.,Mrs.","","1437260"
"付き","付[つ]き","つき","1","3416","2","furnished with,including,attached to,impression,appearance,luck,sociality,under,assistant (e.g. to a manager),soup base","","1583630"
"願う","願[ねが]う","ねがう","1","360","2","to desire,to wish,to hope,to beg,to request,to implore,to pray,to have something done for oneself","","1217950"
"普通に","普[ふ]通[つう]に","ふつうに","1","2250","0","normally,ordinarily,usually,generally,commonly,by anyone's standards,by normal standards,sufficiently,actually,genuinely,truly,without any issues,without any difficulty,(surprisingly) well,just fine,naturally","","2847506"
"作る","作[つく]る","つくる","1","171","2","to make,to produce,to manufacture,to build,to construct,to prepare (food),to brew (alcohol),to raise,to grow,to cultivate,to train,to till,to draw up (a document),to make out,to prepare,to write,to create (an artistic work, etc.),to compose,to coin (a phrase),to organize,to organise,to establish,to found,to have (a child),to make up (one's face, etc.),to fabricate (an excuse, etc.),to give a (false) appearance,to feign (a smile, etc.),to put on a show of emotion,to form (a line, etc.),to set (a record),to commit (a sin, etc.)","","1597890"
"お願いします","お願[ねが]いします","おねがいします","1","423","","please","","1001720"
"いろいろあって","いろいろあって","いろいろあって","1","8086","","what with this and that,for a number of reasons","","2258710"
"年","年[ねん]","ねん","1","210","1","year,counter for years (e.g. of an era), grades (e.g. school),period of an apprentice's contract (usu. ten years)","","2084840"
"手に入る","手[て]に入[はい]る","てにはいる","1","2029","","to obtain,to come into possession of,to get hold of,to get one's hands on","","1327220"
"手に入れる","手[て]に入[い]れる","てにいれる","1","1012","","to obtain,to get,to procure,to win,to secure","","1327230"
"完了","完[かん]了[りょう]","かんりょう","1","2208","0","completion,conclusion,perfect (tense)","","1211630"
"心おきなく","心[こころ]おきなく","こころおきなく","1","26274","6,5","freely,frankly,without reserve","","1850310"
"ぞ","ぞ","ぞ","1","85","","adds force or indicates command","","2029130"
"ただいま","ただいま","ただいま","1","747","2,4,0","I'm home!,I'm back!,it's me!,now,at present,at the moment,just now,a moment ago,at once,right away,in a minute,shortly,soon","","1538960"
"止める","止[と]める","とめる","1","392","3","to stop,to turn off,to park,to prevent,to suppress (a cough),to hold back (tears),to hold (one's breath),to relieve (pain),to stop (someone from doing something),to dissuade,to forbid,to prohibit,to notice,to be aware of,to concentrate on,to pay attention to,to remember,to bear in mind,to fix (in place),to fasten,to tack,to pin,to nail,to button,to staple,to detain,to keep in custody","","1310670"
"俺","俺[おれ]","おれ","1","49","0","I,me","","1576870"
"行く","行[い]く","いく","1","55","0","to go,to move (towards),to head (towards),to leave (for),to move through,to travel across,to walk along (e.g. a road),to go (well, badly, etc.),to proceed,to turn out,to get along,to do (in a particular way),to go (with; a choice),to try,to pass (of time, seasons, etc.),to go by,to stream,to flow,to die,to pass away,to reach (a stage, extent, age, etc.),to get to,to go (so far as ...),to reach (of information, instructions, wind, etc.),to arrive,to continue ...,to go on ...,to (progress) steadily,to gradually ...,to progressively ...,to have an orgasm,to come,to cum,to trip,to get high,to have a drug-induced hallucination","","1578850"
"書き入れ時","書[か]き入[い]れ時[どき]","かきいれどき","1","66252","0,4","busiest and most profitable business period,peak season","","1589910"
"料理人","料[りょう]理[り]人[にん]","りょうりにん","1","10647","0,3","cook,chef","","1644930"
"買い物","買[か]い物[もの]","かいもの","1","1767","0","shopping,purchased goods","","1589730"
"遅れる","遅[おく]れる","おくれる","1","1000","0","to be late,to be delayed,to fall behind schedule,to be overdue,to fall behind (in a race, one's studies, etc.),to lag behind,to be behind (the times),to be bereaved of,to be preceded by (someone) in death,to be slow (of a clock or watch)","","1589040"
"わりに","わりに","わりに","1","5723","3,0","comparatively,relatively,fairly,rather,pretty,unexpectedly,considering ...,for ...,despite ...,in spite of ...","","1606930"
"自分から","自[じ]分[ぶん]から","じぶんから","1","2596","","willingly,voluntarily,of one's own accord","","2825980"
"やっかいごと","やっかいごと","やっかいごと","1","75573","","troublesome matter,burden,difficult task,chore,hassle","","1537830"
"首を突っ込む","首[くび]を突[つ]っ込[こ]む","くびをつっこむ","1","10449","","to poke one's nose into another's affairs,to have a hand in,to take a (deep) interest in,to meddle in,to poke one's head (into a room)","","2016320"
"悪い","悪[わる]い","わるい","1","122","2","bad,poor,undesirable,poor (quality),inferior,insufficient,evil,sinful,ugly,not beautiful,at fault,to blame,in the wrong,bad (at doing something),unprofitable,unbeneficial,sorry,(my) bad,unforgivable","","1151260"
"いえいえ","いえいえ","いえいえ","1","1885","0,1","no!,no no!,no, not at all","","1000620"
"とはいえ","とはいえ","とはいえ","1","1203","1","though,although,be that as it may,nonetheless","","2037320"
"心当たり","心[こころ]当[あ]たり","こころあたり","1","3098","4","having in mind,happening to know (of),idea (of),inkling","","1360890"
"など","など","など","1","279","1","et cetera,etc.,and the like,and so forth,or something,the likes of,for example,for instance,for one","","1582300"
"探査","探[たん]査[さ]","たんさ","1","27351","1","probe,inquiry,enquiry,investigation","","1418320"
"無理","無[む]理[り]","むり","1","257","1","unreasonable,unnatural,unjustifiable,impossible,forcible,forced,compulsory,excessive (work, etc.),immoderate,to work too hard,to try too hard,no way,not a chance,never,dream on,irrational","","1530970"
"可能","可[か]能[のう]","かのう","1","1589","0","possible,potential,practicable,feasible","","1191060"
"範囲","範[はん]囲[い]","はんい","1","2549","1","extent,scope,sphere,range,span","","1481890"
"全域","全[ぜん]域[いき]","ぜんいき","1","14697","0","the whole area,the entire region,all parts (of),the whole field (of study),every field,the whole gamut","","1394830"
"広げる","広[ひろ]げる","ひろげる","1","1927","0","to spread,to extend,to expand,to enlarge,to widen,to broaden,to unfold,to open,to unroll,to unwrap,to scatter about,to spread around,to make flourish,to cause to prosper","","1602370"
"情報処理","情[じょう]報[ほう]処[しょ]理[り]","じょうほうしょり","1","39190","5","data processing,information processing","","1356460"
"超過","超[ちょう]過[か]","ちょうか","1","34890","0","excess,surplus,exceeding (a limit, estimate, etc.),going over","","1429410"
"やっぱ","やっぱ","やっぱ","1","789","0,3","too,also,likewise,either,still,as before,even so,either way,nonetheless,in any event,all the same,as expected","","2772780"
"なしで","なしで","なしで","1","2789","","without","","1518550"
"こういう","こういう","こういう","1","319","0","such,this sort of,like this","","1004320"
"方面","方[ほう]面[めん]","ほうめん","1","4724","3","direction,district,area,field (e.g. of study),sphere,quarter,aspect,angle","","1517100"
"当たる","当[あ]たる","あたる","1","649","0","to be hit,to strike,to touch,to be in contact,to be affixed,to be equivalent to,to be applicable,to apply to,to be right on the money (of a prediction, criticism, etc.),to be selected (in a lottery, etc.),to win,to be successful,to go well,to be a hit,to face,to confront,to lie (in the direction of),to undertake,to be assigned,to be stricken (by food poisoning, heat, etc.),to be afflicted,to be called on (e.g. by a teacher),to treat (esp. harshly),to lash out at,to be unnecessary,to be hitting well,to be on a hitting streak,to feel a bite (in fishing),(of fruit, etc.) to be bruised,to spoil,to feel (something) out,to probe into,to check (i.e. by comparison),to shave,to be a relative of a person,to be a ... in relation to ...,to stand in a relationship","","1448810"
"べき","べき","べき","1","358","1","should,must,ought to","","1011430"
"だよね","だよね","だよね","1","700","","it is, isn't it?,I know, right?,innit?","","2733410"
"上玉","上[じょう]玉[だま]","じょうだま","1","34799","0","fine jewel,article of excellent quality,beautiful woman,beauty,stunner","","1353000"
"連れる","連[つ]れる","つれる","1","406","0","to take (someone) with one,to bring along,to go with,to be accompanied by","","1559290"
"から","から","から","1","1978","1,0","emptiness,being empty,not carrying anything,unburdened,empty-handed,dishonoured (bill, promise, etc.),false,no-show (reservation),put-on (cheeriness, courage, etc.),empty (compliments),insincere","","1245280"
"たんまり","たんまり","たんまり","1","19110","3","quite a lot","","2008860"
"一瞬","一[いっ]瞬[しゅん]","いっしゅん","1","923","0","instant,moment,for an instant","","1163340"
"釣る","釣[つ]る","つる","1","4610","0","to fish,to angle,to catch,to lure in,to tempt,to attract,to entice,to allure","","1434120"
"待つ","待[ま]つ","まつ","1","80","1","to wait,to await,to look forward to,to anticipate,to depend on,to need","","1410590"
"ああん","ああん","ああん","1","6137","","opening (one's mouth) wide,saying ""aah"",crying loudly,wailing,bawling","","2277880"
"汚い","汚[きたな]い","きたない","1","1744","3","dirty,filthy,foul,unclean,disordered,messy,untidy,poor (e.g. handwriting),indecent (language, etc.),dirty,vulgar,coarse,dastardly,mean,base,underhanded,stingy,greedy","","1178940"
"触れる","触[ふ]れる","ふれる","1","899","0","to touch,to feel,to touch (with),to experience,to come in contact with,to perceive,to touch on (a subject),to allude to,to refer to,to mention,to bring up,to be in conflict with,to violate (law, copyright, etc.),to infringe,to proclaim,to make known,to spread (e.g. a rumour)","","1357990"
"何も","何[なに]も","なにも","1","201","1,0","(not) anything,(nothing) at all,(not) any,nothing,and everything else,and all,(not) at all,(not) in the least,(not) especially,(not) to that extent","","1188490"
"名乗る","名[な]乗[の]る","なのる","1","1997","2","to give one's name (as),to introduce oneself (as),to claim to be,to call oneself,to wear the title of,to reveal oneself (as),to admit to being,to adopt as one's name,to take (a name),to call out the goods one is selling","","1531650"
"名前","名[な]前[まえ]","なまえ","1","251","0","name,given name,first name","","1531710"
"一度","一[いち]度[ど]","いちど","1","362","2","once,one time,on one occasion,temporarily,for a moment,one degree,one tone,one musical interval","","1576250"
"やっちまう","やっちまう","やっちまう","1","5807","","to screw up,to goof,to do (something one regrets),to beat up,to do in,to get,to take out","","1012780"
"うら","うら","うら","1","11509","3","I,me","","2080360"
"この野郎","この野[や]郎[ろう]","このやろう","1","2732","","you bastard!,you son of a bitch!","","2838947"
"なめる","なめる","なめる","1","1753","2","to lick,to lap,to suck,to taste,to experience (esp. a hardship),to underestimate,to make light of,to look down on (someone),to make a fool of,to treat with contempt,to disparage,to lick (at; of flames),to burn","","1571320"
"いらっしゃる","いらっしゃる","いらっしゃる","1","652","4","to come,to go,to be (somewhere),to be (doing)","","1000940"
"遊び","遊[あそ]び","あそび","1","1830","0","play,playing,game,pleasure,amusement,pastime,recreation,diversion,play (in a mechanism, e.g. a steering wheel),flexibility (in a performance, art, etc.),freedom,flyleaf","","1542070"
"終わり","終[お]わり","おわり","1","505","0","end,ending,close,conclusion,end of (one's) life,death","","1589590"
"大","大[だい]","だい","1","792","1","large,big,great,huge,vast,major,important,serious,severe,great,prominent,eminent,distinguished,-sized,as big as,the size of,university,large (e.g. serving size),large option,long month (i.e. having 31 days)","","2082450"
"しまった","しまった","しまった","1","1854","2","darn it!,darn!,oops!,oh dear!,oh no!","","1005600"
"見入る","見[み]入[い]る","みいる","1","10326","2,0","to gaze (at),to stare intently (at),to look fixedly (at),to fix one's eyes (on),to fascinate,to enchant,to possess,to bewitch,to enthrall","","1846590"
"観念","観[かん]念[ねん]","かんねん","1","4765","1","idea,notion,concept,conception,sense (e.g. of duty),resignation (to one's fate),acceptance,preparedness,observation and contemplation,meditation","","1215010"
"眠り","眠[ねむ]り","ねむり","1","5131","0","sleep,sleeping,inactivity,death","","1529370"
"そうか","そうか","そうか","1","285","","is that so?,I see,right,oh,OK","","2093030"
"追う","追[お]う","おう","1","798","0","to chase,to run after,to pursue,to follow after,to follow (a set order, a trend, etc.),to drive out,to get rid of,to oust,to expel,to drive (e.g. a herd),to be pressed (e.g. for time)","","1432410"
"家族","家[か]族[ぞく]","かぞく","1","538","1","family","","1192150"
"苦しめる","苦[くる]しめる","くるしめる","1","3513","4","to torment,to pain,to inflict (physical) pain,to hurt,to harass,to cause (emotional) pain,to afflict,to distress,to bother,to trouble,to stump,to baffle","","1244360"
"許す","許[ゆる]す","ゆるす","1","281","2","to permit,to allow,to approve,to consent to,to forgive,to pardon,to excuse,to tolerate,to exempt (someone) from,to remit,to release,to let off,to acknowledge,to admit,to trust,to confide in,to let one's guard down,to give up (points in a game, distance in a race, etc.),to yield","","1232870"
"さっき","さっき","さっき","1","223","2","a short while ago,a moment ago,just now,some time ago","","1005180"
"といい","といい","といい","1","1698","","in terms of both ... and ...,from the perspective of ... as well as ...,whether it be ... or ...","","2844736"
"女","女[おんな]","おんな","1","248","0,1","woman,female,female lover,girlfriend,mistress,(someone's) woman","","1344930"
